Dates,States,Usage
07/03/2019 00:00:00,HP,27.7
08/03/2019 00:00:00,HP,28.7
09/03/2019 00:00:00,HP,29.4
10/03/2019 00:00:00,HP,30.0
11/03/2019 00:00:00,HP,30.7
12/03/2019 00:00:00,HP,29.8
13/03/2019 00:00:00,HP,31.5
14/03/2019 00:00:00,HP,27.7
15/03/2019 00:00:00,HP,13.6
16/03/2019 00:00:00,HP,14.0
17/03/2019 00:00:00,HP,14.7
18/03/2019 00:00:00,HP,15.6
19/03/2019 00:00:00,HP,16.1
20/03/2019 00:00:00,HP,15.9
21/03/2019 00:00:00,HP,16.7
22/03/2019 00:00:00,HP,27.9
23/03/2019 00:00:00,HP,28.4
24/03/2019 00:00:00,HP,28.6
25/03/2019 00:00:00,HP,28.2
26/03/2019 00:00:00,HP,29.2
27/03/2019 00:00:00,HP,29.1
28/03/2019 00:00:00,HP,25.8
29/03/2019 00:00:00,HP,26.9
30/03/2019 00:00:00,HP,26.2
31/03/2019 00:00:00,HP,26.7
02/04/2019 00:00:00,HP,25.5
03/04/2019 00:00:00,HP,25.6
04/04/2019 00:00:00,HP,25.1
05/04/2019 00:00:00,HP,23.1
06/04/2019 00:00:00,HP,28.6
07/04/2019 00:00:00,HP,29.8
08/04/2019 00:00:00,HP,30.8
09/04/2019 00:00:00,HP,30.8
10/04/2019 00:00:00,HP,29.5
11/04/2019 00:00:00,HP,30.4
12/04/2019 00:00:00,HP,26.9
13/04/2019 00:00:00,HP,28.7
14/04/2019 00:00:00,HP,29.1
15/04/2019 00:00:00,HP,30.8
16/04/2019 00:00:00,HP,31.3
17/04/2019 00:00:00,HP,31.7
18/04/2019 00:00:00,HP,31.5
19/04/2019 00:00:00,HP,28.5
20/04/2019 00:00:00,HP,27.5
21/04/2019 00:00:00,HP,28.9
22/04/2019 00:00:00,HP,29.2
23/04/2019 00:00:00,HP,29.1
24/04/2019 00:00:00,HP,28.8
25/04/2019 00:00:00,HP,27.9
26/04/2019 00:00:00,HP,25.0
27/04/2019 00:00:00,HP,30.0
28/04/2019 00:00:00,HP,30.4
29/04/2019 00:00:00,HP,30.0
30/04/2019 00:00:00,HP,30.6
02/05/2019 00:00:00,HP,30.4
03/05/2019 00:00:00,HP,30.0
04/05/2019 00:00:00,HP,27.5
05/05/2019 00:00:00,HP,29.2
06/05/2019 00:00:00,HP,29.8
07/05/2019 00:00:00,HP,30.7
08/05/2019 00:00:00,HP,29.4
09/05/2019 00:00:00,HP,28.7
10/05/2019 00:00:00,HP,27.3
11/05/2019 00:00:00,HP,24.5
12/05/2019 00:00:00,HP,30.7
13/05/2019 00:00:00,HP,30.4
14/05/2019 00:00:00,HP,32.0
15/05/2019 00:00:00,HP,29.5
16/05/2019 00:00:00,HP,29.5
17/05/2019 00:00:00,HP,28.9
18/05/2019 00:00:00,HP,26.3
19/05/2019 00:00:00,HP,25.4
20/05/2019 00:00:00,HP,26.0
21/05/2019 00:00:00,HP,24.8
22/05/2019 00:00:00,HP,25.4
23/05/2019 00:00:00,HP,27.5
24/05/2019 00:00:00,HP,28.1
25/05/2019 00:00:00,HP,25.7
26/05/2019 00:00:00,HP,13.0
27/05/2019 00:00:00,HP,20.5
28/05/2019 00:00:00,HP,15.6
29/05/2019 00:00:00,HP,12.8
30/05/2019 00:00:00,HP,12.0
31/05/2019 00:00:00,HP,12.9
02/06/2019 00:00:00,HP,12.6
03/06/2019 00:00:00,HP,26.6
04/06/2019 00:00:00,HP,27.2
05/06/2019 00:00:00,HP,27.8
06/06/2019 00:00:00,HP,27.4
07/06/2019 00:00:00,HP,27.6
08/06/2019 00:00:00,HP,25.2
09/06/2019 00:00:00,HP,17.0
10/06/2019 00:00:00,HP,29.0
11/06/2019 00:00:00,HP,27.7
12/06/2019 00:00:00,HP,29.3
13/06/2019 00:00:00,HP,29.8
14/06/2019 00:00:00,HP,29.9
15/06/2019 00:00:00,HP,25.5
16/06/2019 00:00:00,HP,26.9
17/06/2019 00:00:00,HP,27.9
18/06/2019 00:00:00,HP,29.2
19/06/2019 00:00:00,HP,13.1
20/06/2019 00:00:00,HP,29.4
21/06/2019 00:00:00,HP,28.8
22/06/2019 00:00:00,HP,29.1
23/06/2019 00:00:00,HP,26.6
24/06/2019 00:00:00,HP,32.2
25/06/2019 00:00:00,HP,32.8
26/06/2019 00:00:00,HP,31.3
27/06/2019 00:00:00,HP,31.6
28/06/2019 00:00:00,HP,32.1
29/06/2019 00:00:00,HP,30.1
30/06/2019 00:00:00,HP,26.6
01/07/2019 00:00:00,HP,24.2
02/07/2019 00:00:00,HP,25.7
03/07/2019 00:00:00,HP,26.7
04/07/2019 00:00:00,HP,27.5
05/07/2019 00:00:00,HP,29.7
06/07/2019 00:00:00,HP,28.7
07/07/2019 00:00:00,HP,25.6
08/07/2019 00:00:00,HP,12.1
08/07/2019 00:00:00,HP,13.9
09/07/2019 00:00:00,HP,13.9
09/07/2019 00:00:00,HP,14.4
10/07/2019 00:00:00,HP,14.2
10/07/2019 00:00:00,HP,14.1
11/07/2019 00:00:00,HP,14.6
11/07/2019 00:00:00,HP,27.3
12/07/2019 00:00:00,HP,27.4
12/07/2019 00:00:00,HP,27.7
13/07/2019 00:00:00,HP,27.9
14/07/2019 00:00:00,HP,27.3
15/07/2019 00:00:00,HP,28.2
16/07/2019 00:00:00,HP,25.7
17/07/2019 00:00:00,HP,26.6
18/07/2019 00:00:00,HP,26.9
19/07/2019 00:00:00,HP,26.4
20/07/2019 00:00:00,HP,18.9
21/07/2019 00:00:00,HP,21.7
22/07/2019 00:00:00,HP,25.5
23/07/2019 00:00:00,HP,24.6
24/07/2019 00:00:00,HP,29.0
25/07/2019 00:00:00,HP,27.3
26/07/2019 00:00:00,HP,29.0
27/07/2019 00:00:00,HP,30.8
28/07/2019 00:00:00,HP,27.5
29/07/2019 00:00:00,HP,28.3
30/07/2019 00:00:00,HP,24.7
31/07/2019 00:00:00,HP,29.0
01/08/2019 00:00:00,HP,29.4
02/08/2019 00:00:00,HP,29.6
03/08/2019 00:00:00,HP,29.8
04/08/2019 00:00:00,HP,30.1
05/08/2019 00:00:00,HP,30.4
06/08/2019 00:00:00,HP,28.2
08/08/2019 00:00:00,HP,20.6
09/08/2019 00:00:00,HP,22.4
10/08/2019 00:00:00,HP,23.6
11/08/2019 00:00:00,HP,23.8
12/08/2019 00:00:00,HP,24.3
13/08/2019 00:00:00,HP,24.8
14/08/2019 00:00:00,HP,24.1
15/08/2019 00:00:00,HP,27.0
16/08/2019 00:00:00,HP,26.9
17/08/2019 00:00:00,HP,28.0
18/08/2019 00:00:00,HP,26.9
19/08/2019 00:00:00,HP,26.2
20/08/2019 00:00:00,HP,26.8
21/08/2019 00:00:00,HP,25.8
22/08/2019 00:00:00,HP,29.7
23/08/2019 00:00:00,HP,30.0
24/08/2019 00:00:00,HP,31.5
25/08/2019 00:00:00,HP,31.1
26/08/2019 00:00:00,HP,30.4
27/08/2019 00:00:00,HP,30.3
28/08/2019 00:00:00,HP,28.2
29/08/2019 00:00:00,HP,29.6
30/08/2019 00:00:00,HP,30.0
31/08/2019 00:00:00,HP,31.5
01/09/2019 00:00:00,HP,30.5
02/09/2019 00:00:00,HP,29.8
03/09/2019 00:00:00,HP,31.0
04/09/2019 00:00:00,HP,27.0
05/09/2019 00:00:00,HP,24.6
06/09/2019 00:00:00,HP,24.1
08/09/2019 00:00:00,HP,24.7
09/09/2019 00:00:00,HP,24.7
10/09/2019 00:00:00,HP,21.5
11/09/2019 00:00:00,HP,21.1
12/09/2019 00:00:00,HP,28.3
13/09/2019 00:00:00,HP,28.3
14/09/2019 00:00:00,HP,29.1
15/09/2019 00:00:00,HP,29.3
16/09/2019 00:00:00,HP,29.5
17/09/2019 00:00:00,HP,30.3
18/09/2019 00:00:00,HP,28.0
19/09/2019 00:00:00,HP,23.2
20/09/2019 00:00:00,HP,25.3
21/09/2019 00:00:00,HP,26.0
22/09/2019 00:00:00,HP,25.8
23/09/2019 00:00:00,HP,26.6
24/09/2019 00:00:00,HP,26.1
25/09/2019 00:00:00,HP,22.5
26/09/2019 00:00:00,HP,27.4
27/09/2019 00:00:00,HP,26.8
28/09/2019 00:00:00,HP,28.1
29/09/2019 00:00:00,HP,28.1
30/09/2019 00:00:00,HP,28.1
01/10/2019 00:00:00,HP,27.8
02/10/2019 00:00:00,HP,23.7
03/10/2019 00:00:00,HP,28.5
04/10/2019 00:00:00,HP,25.8
05/10/2019 00:00:00,HP,30.3
06/10/2019 00:00:00,HP,29.7
08/10/2019 00:00:00,HP,29.9
09/10/2019 00:00:00,HP,29.3
10/10/2019 00:00:00,HP,25.3
11/10/2019 00:00:00,HP,27.7
12/10/2019 00:00:00,HP,28.0
13/10/2019 00:00:00,HP,29.6
14/10/2019 00:00:00,HP,28.2
15/10/2019 00:00:00,HP,28.2
16/10/2019 00:00:00,HP,27.2
17/10/2019 00:00:00,HP,23.7
18/10/2019 00:00:00,HP,28.4
19/10/2019 00:00:00,HP,28.7
20/10/2019 00:00:00,HP,30.7
21/10/2019 00:00:00,HP,31.1
22/10/2019 00:00:00,HP,31.1
23/10/2019 00:00:00,HP,31.3
24/10/2019 00:00:00,HP,28.7
25/10/2019 00:00:00,HP,29.1
26/10/2019 00:00:00,HP,29.6
27/10/2019 00:00:00,HP,29.4
28/10/2019 00:00:00,HP,22.8
29/10/2019 00:00:00,HP,26.6
30/10/2019 00:00:00,HP,29.6
31/10/2019 00:00:00,HP,34.0
01/11/2019 00:00:00,HP,12.1
02/11/2019 00:00:00,HP,13.1
03/11/2019 00:00:00,HP,12.8
04/11/2019 00:00:00,HP,13.3
05/11/2019 00:00:00,HP,14.0
06/11/2019 00:00:00,HP,14.1
08/11/2019 00:00:00,HP,11.8
09/11/2019 00:00:00,HP,27.3
10/11/2019 00:00:00,HP,26.8
11/11/2019 00:00:00,HP,27.9
12/11/2019 00:00:00,HP,28.5
13/11/2019 00:00:00,HP,27.8
14/11/2019 00:00:00,HP,27.6
15/11/2019 00:00:00,HP,25.3
16/11/2019 00:00:00,HP,28.1
17/11/2019 00:00:00,HP,28.1
18/11/2019 00:00:00,HP,29.9
19/11/2019 00:00:00,HP,29.2
20/11/2019 00:00:00,HP,29.1
21/11/2019 00:00:00,HP,28.0
22/11/2019 00:00:00,HP,25.2
23/11/2019 00:00:00,HP,28.4
24/11/2019 00:00:00,HP,29.0
25/11/2019 00:00:00,HP,28.0
26/11/2019 00:00:00,HP,27.5
27/11/2019 00:00:00,HP,26.9
28/11/2019 00:00:00,HP,28.3
29/11/2019 00:00:00,HP,27.9
30/11/2019 00:00:00,HP,29.3
01/12/2019 00:00:00,HP,30.1
02/12/2019 00:00:00,HP,29.2
03/12/2019 00:00:00,HP,30.2
04/12/2019 00:00:00,HP,30.8
05/12/2019 00:00:00,HP,31.1
06/12/2019 00:00:00,HP,27.8
08/12/2019 00:00:00,HP,16.5
09/12/2019 00:00:00,HP,20.1
10/12/2019 00:00:00,HP,21.0
11/12/2019 00:00:00,HP,21.4
12/12/2019 00:00:00,HP,20.7
13/12/2019 00:00:00,HP,21.9
14/12/2019 00:00:00,HP,22.4
15/12/2019 00:00:00,HP,28.0
16/12/2019 00:00:00,HP,29.2
17/12/2019 00:00:00,HP,28.8
18/12/2019 00:00:00,HP,27.1
19/12/2019 00:00:00,HP,27.2
20/12/2019 00:00:00,HP,26.6
21/12/2019 00:00:00,HP,25.2
22/12/2019 00:00:00,HP,29.4
23/12/2019 00:00:00,HP,29.7
24/12/2019 00:00:00,HP,30.3
25/12/2019 00:00:00,HP,31.2
26/12/2019 00:00:00,HP,29.2
27/12/2019 00:00:00,HP,29.3
28/12/2019 00:00:00,HP,27.6
29/12/2019 00:00:00,HP,29.9
30/12/2019 00:00:00,HP,31.6
31/12/2019 00:00:00,HP,31.6
01/01/2020 00:00:00,HP,31.7
02/01/2020 00:00:00,HP,30.6
03/01/2020 00:00:00,HP,31.0
04/01/2020 00:00:00,HP,28.7
05/01/2020 00:00:00,HP,26.4
13/01/2020 00:00:00,HP,19.7
14/01/2020 00:00:00,HP,23.4
15/01/2020 00:00:00,HP,24.3
16/01/2020 00:00:00,HP,23.8
17/01/2020 00:00:00,HP,25.5
18/01/2020 00:00:00,HP,22.7
19/01/2020 00:00:00,HP,28.1
20/01/2020 00:00:00,HP,28.2
21/01/2020 00:00:00,HP,29.8
22/01/2020 00:00:00,HP,29.0
23/01/2020 00:00:00,HP,29.8
24/01/2020 00:00:00,HP,27.0
25/01/2020 00:00:00,HP,25.3
26/01/2020 00:00:00,HP,25.4
27/01/2020 00:00:00,HP,26.2
28/01/2020 00:00:00,HP,25.3
29/01/2020 00:00:00,HP,25.2
30/01/2020 00:00:00,HP,26.7
31/01/2020 00:00:00,HP,26.8
01/02/2020 00:00:00,HP,24.8
02/02/2020 00:00:00,HP,26.7
03/02/2020 00:00:00,HP,22.4
04/02/2020 00:00:00,HP,25.9
05/02/2020 00:00:00,HP,27.2
13/02/2020 00:00:00,HP,27.8
14/02/2020 00:00:00,HP,27.6
15/02/2020 00:00:00,HP,25.6
16/02/2020 00:00:00,HP,29.9
17/02/2020 00:00:00,HP,30.1
18/02/2020 00:00:00,HP,30.3
19/02/2020 00:00:00,HP,30.6
20/02/2020 00:00:00,HP,30.4
21/02/2020 00:00:00,HP,29.9
22/02/2020 00:00:00,HP,27.3
23/02/2020 00:00:00,HP,26.7
24/02/2020 00:00:00,HP,27.4
25/02/2020 00:00:00,HP,28.4
26/02/2020 00:00:00,HP,28.0
27/02/2020 00:00:00,HP,28.5
28/02/2020 00:00:00,HP,28.6
29/02/2020 00:00:00,HP,25.8
01/03/2020 00:00:00,HP,30.8
02/03/2020 00:00:00,HP,31.3
03/03/2020 00:00:00,HP,27.9
04/03/2020 00:00:00,HP,28.8
05/03/2020 00:00:00,HP,30.2
13/03/2020 00:00:00,HP,30.3
14/03/2020 00:00:00,HP,28.4
15/03/2020 00:00:00,HP,29.9
16/03/2020 00:00:00,HP,29.9
17/03/2020 00:00:00,HP,25.0
18/03/2020 00:00:00,HP,28.1
19/03/2020 00:00:00,HP,28.2
20/03/2020 00:00:00,HP,29.8
21/03/2020 00:00:00,HP,29.0
22/03/2020 00:00:00,HP,11.9
23/03/2020 00:00:00,HP,12.4
24/03/2020 00:00:00,HP,12.6
25/03/2020 00:00:00,HP,13.3
26/03/2020 00:00:00,HP,13.1
27/03/2020 00:00:00,HP,13.2
28/03/2020 00:00:00,HP,13.0
29/03/2020 00:00:00,HP,26.4
30/03/2020 00:00:00,HP,27.2
31/03/2020 00:00:00,HP,27.9
01/04/2020 00:00:00,HP,26.5
02/04/2020 00:00:00,HP,27.2
03/04/2020 00:00:00,HP,27.4
04/04/2020 00:00:00,HP,25.9
05/04/2020 00:00:00,HP,27.7
13/04/2020 00:00:00,HP,28.2
14/04/2020 00:00:00,HP,29.3
15/04/2020 00:00:00,HP,28.2
16/04/2020 00:00:00,HP,28.7
17/04/2020 00:00:00,HP,28.0
18/04/2020 00:00:00,HP,25.1
19/04/2020 00:00:00,HP,29.0
20/04/2020 00:00:00,HP,30.4
21/04/2020 00:00:00,HP,29.7
22/04/2020 00:00:00,HP,26.2
23/04/2020 00:00:00,HP,26.2
24/04/2020 00:00:00,HP,28.6
25/04/2020 00:00:00,HP,27.6
26/04/2020 00:00:00,HP,30.3
27/04/2020 00:00:00,HP,28.1
28/04/2020 00:00:00,HP,30.4
29/04/2020 00:00:00,HP,29.0
30/04/2020 00:00:00,HP,30.6
01/05/2020 00:00:00,HP,30.1
02/05/2020 00:00:00,HP,26.8
03/05/2020 00:00:00,HP,16.1
04/05/2020 00:00:00,HP,17.6
05/05/2020 00:00:00,HP,18.4
13/05/2020 00:00:00,HP,19.9
14/05/2020 00:00:00,HP,17.4
15/05/2020 00:00:00,HP,19.2
16/05/2020 00:00:00,HP,19.6
17/05/2020 00:00:00,HP,30.2
18/05/2020 00:00:00,HP,30.7
19/05/2020 00:00:00,HP,30.1
20/05/2020 00:00:00,HP,30.5
21/05/2020 00:00:00,HP,31.1
22/05/2020 00:00:00,HP,30.3
23/05/2020 00:00:00,HP,27.5
01/06/2020 00:00:00,HP,28.3
02/06/2020 00:00:00,HP,28.4
03/06/2020 00:00:00,HP,29.6
04/06/2020 00:00:00,HP,29.9
05/06/2020 00:00:00,HP,30.4
01/07/2020 00:00:00,HP,30.0
02/07/2020 00:00:00,HP,26.4
03/07/2020 00:00:00,HP,29.5
04/07/2020 00:00:00,HP,30.7
05/07/2020 00:00:00,HP,30.7
01/08/2020 00:00:00,HP,29.9
02/08/2020 00:00:00,HP,30.8
03/08/2020 00:00:00,HP,31.1
04/08/2020 00:00:00,HP,28.2
05/08/2020 00:00:00,HP,27.5
01/09/2020 00:00:00,HP,28.4
02/09/2020 00:00:00,HP,28.2
03/09/2020 00:00:00,HP,29.4
04/09/2020 00:00:00,HP,29.6
05/09/2020 00:00:00,HP,30.5
01/10/2020 00:00:00,HP,27.5
02/10/2020 00:00:00,HP,29.6
03/10/2020 00:00:00,HP,30.6
04/10/2020 00:00:00,HP,31.8
05/10/2020 00:00:00,HP,30.0
01/11/2020 00:00:00,HP,29.9
02/11/2020 00:00:00,HP,29.9
03/11/2020 00:00:00,HP,25.0
04/11/2020 00:00:00,HP,24.9
05/11/2020 00:00:00,HP,24.7
01/12/2020 00:00:00,HP,25.4
02/12/2020 00:00:00,HP,25.8
03/12/2020 00:00:00,HP,26.2
04/12/2020 00:00:00,HP,27.0
05/12/2020 00:00:00,HP,24.3
02/01/2019 00:00:00,J&K,52.5
03/01/2019 00:00:00,J&K,54.1
04/01/2019 00:00:00,J&K,53.2
05/01/2019 00:00:00,J&K,51.5
06/01/2019 00:00:00,J&K,53.2
07/01/2019 00:00:00,J&K,53.3
08/01/2019 00:00:00,J&K,51.2
09/01/2019 00:00:00,J&K,37.9
10/01/2019 00:00:00,J&K,31.7
11/01/2019 00:00:00,J&K,37.3
12/01/2019 00:00:00,J&K,34.6
13/01/2019 00:00:00,J&K,32.7
14/01/2019 00:00:00,J&K,37.6
15/01/2019 00:00:00,J&K,39.5
16/01/2019 00:00:00,J&K,41.8
17/01/2019 00:00:00,J&K,42.3
18/01/2019 00:00:00,J&K,36.7
19/01/2019 00:00:00,J&K,38.5
20/01/2019 00:00:00,J&K,40.4
21/01/2019 00:00:00,J&K,41.7
22/01/2019 00:00:00,J&K,42.5
23/01/2019 00:00:00,J&K,44.3
24/01/2019 00:00:00,J&K,43.9
25/01/2019 00:00:00,J&K,43.7
26/01/2019 00:00:00,J&K,43.1
27/01/2019 00:00:00,J&K,45.3
28/01/2019 00:00:00,J&K,46.2
29/01/2019 00:00:00,J&K,43.9
30/01/2019 00:00:00,J&K,45.3
31/01/2019 00:00:00,J&K,41.9
02/02/2019 00:00:00,J&K,40.2
03/02/2019 00:00:00,J&K,43.5
04/02/2019 00:00:00,J&K,43.4
05/02/2019 00:00:00,J&K,43.2
06/02/2019 00:00:00,J&K,41.5
07/02/2019 00:00:00,J&K,41.3
08/02/2019 00:00:00,J&K,42.9
09/02/2019 00:00:00,J&K,43.3
10/02/2019 00:00:00,J&K,42.8
11/02/2019 00:00:00,J&K,44.2
12/02/2019 00:00:00,J&K,43.9
13/02/2019 00:00:00,J&K,42.2
14/02/2019 00:00:00,J&K,48.5
15/02/2019 00:00:00,J&K,48.9
16/02/2019 00:00:00,J&K,49.4
17/02/2019 00:00:00,J&K,47.3
18/02/2019 00:00:00,J&K,42.9
19/02/2019 00:00:00,J&K,49.4
20/02/2019 00:00:00,J&K,48.9
21/02/2019 00:00:00,J&K,46.7
22/02/2019 00:00:00,J&K,47.8
23/02/2019 00:00:00,J&K,47.2
24/02/2019 00:00:00,J&K,47.0
25/02/2019 00:00:00,J&K,47.4
26/02/2019 00:00:00,J&K,42.3
27/02/2019 00:00:00,J&K,46.8
28/02/2019 00:00:00,J&K,51.2
02/03/2019 00:00:00,J&K,52.2
03/03/2019 00:00:00,J&K,48.4
04/03/2019 00:00:00,J&K,49.9
05/03/2019 00:00:00,J&K,51.3
06/03/2019 00:00:00,J&K,51.1
07/03/2019 00:00:00,J&K,49.5
08/03/2019 00:00:00,J&K,35.2
09/03/2019 00:00:00,J&K,40.8
10/03/2019 00:00:00,J&K,41.6
11/03/2019 00:00:00,J&K,42.1
12/03/2019 00:00:00,J&K,39.7
13/03/2019 00:00:00,J&K,41.7
14/03/2019 00:00:00,J&K,37.9
15/03/2019 00:00:00,J&K,41.8
16/03/2019 00:00:00,J&K,40.8
17/03/2019 00:00:00,J&K,41.5
18/03/2019 00:00:00,J&K,41.8
19/03/2019 00:00:00,J&K,41.2
20/03/2019 00:00:00,J&K,41.4
21/03/2019 00:00:00,J&K,38.3
22/03/2019 00:00:00,J&K,44.5
23/03/2019 00:00:00,J&K,44.2
24/03/2019 00:00:00,J&K,40.1
25/03/2019 00:00:00,J&K,37.9
26/03/2019 00:00:00,J&K,44.3
27/03/2019 00:00:00,J&K,44.1
28/03/2019 00:00:00,J&K,43.8
29/03/2019 00:00:00,J&K,45.8
30/03/2019 00:00:00,J&K,45.1
31/03/2019 00:00:00,J&K,46.1
02/04/2019 00:00:00,J&K,44.4
03/04/2019 00:00:00,J&K,36.0
04/04/2019 00:00:00,J&K,41.9
05/04/2019 00:00:00,J&K,41.6
06/04/2019 00:00:00,J&K,46.7
07/04/2019 00:00:00,J&K,47.3
08/04/2019 00:00:00,J&K,48.2
09/04/2019 00:00:00,J&K,48.2
10/04/2019 00:00:00,J&K,50.5
11/04/2019 00:00:00,J&K,48.8
12/04/2019 00:00:00,J&K,46.0
13/04/2019 00:00:00,J&K,48.5
14/04/2019 00:00:00,J&K,44.8
15/04/2019 00:00:00,J&K,45.8
16/04/2019 00:00:00,J&K,46.0
17/04/2019 00:00:00,J&K,48.8
18/04/2019 00:00:00,J&K,44.6
19/04/2019 00:00:00,J&K,42.3
20/04/2019 00:00:00,J&K,48.4
21/04/2019 00:00:00,J&K,46.6
22/04/2019 00:00:00,J&K,48.3
23/04/2019 00:00:00,J&K,48.8
24/04/2019 00:00:00,J&K,49.0
25/04/2019 00:00:00,J&K,42.7
26/04/2019 00:00:00,J&K,46.3
27/04/2019 00:00:00,J&K,50.8
28/04/2019 00:00:00,J&K,51.4
29/04/2019 00:00:00,J&K,52.5
30/04/2019 00:00:00,J&K,52.4
02/05/2019 00:00:00,J&K,52.5
03/05/2019 00:00:00,J&K,53.4
04/05/2019 00:00:00,J&K,52.7
05/05/2019 00:00:00,J&K,41.0
06/05/2019 00:00:00,J&K,39.8
07/05/2019 00:00:00,J&K,39.8
08/05/2019 00:00:00,J&K,41.3
09/05/2019 00:00:00,J&K,39.5
10/05/2019 00:00:00,J&K,30.1
11/05/2019 00:00:00,J&K,34.5
12/05/2019 00:00:00,J&K,42.4
13/05/2019 00:00:00,J&K,42.8
14/05/2019 00:00:00,J&K,42.9
15/05/2019 00:00:00,J&K,37.0
16/05/2019 00:00:00,J&K,42.5
17/05/2019 00:00:00,J&K,40.5
18/05/2019 00:00:00,J&K,37.3
19/05/2019 00:00:00,J&K,44.2
20/05/2019 00:00:00,J&K,43.0
21/05/2019 00:00:00,J&K,33.7
22/05/2019 00:00:00,J&K,41.7
23/05/2019 00:00:00,J&K,42.6
24/05/2019 00:00:00,J&K,46.3
25/05/2019 00:00:00,J&K,44.2
26/05/2019 00:00:00,J&K,45.6
27/05/2019 00:00:00,J&K,44.7
28/05/2019 00:00:00,J&K,42.8
29/05/2019 00:00:00,J&K,44.6
30/05/2019 00:00:00,J&K,43.2
31/05/2019 00:00:00,J&K,42.9
02/06/2019 00:00:00,J&K,40.9
03/06/2019 00:00:00,J&K,41.8
04/06/2019 00:00:00,J&K,42.6
05/06/2019 00:00:00,J&K,42.3
06/06/2019 00:00:00,J&K,43.5
07/06/2019 00:00:00,J&K,43.2
08/06/2019 00:00:00,J&K,42.6
09/06/2019 00:00:00,J&K,43.1
10/06/2019 00:00:00,J&K,43.1
11/06/2019 00:00:00,J&K,41.1
12/06/2019 00:00:00,J&K,45.3
13/06/2019 00:00:00,J&K,45.4
14/06/2019 00:00:00,J&K,53.0
15/06/2019 00:00:00,J&K,51.6
16/06/2019 00:00:00,J&K,48.9
17/06/2019 00:00:00,J&K,41.8
18/06/2019 00:00:00,J&K,48.3
19/06/2019 00:00:00,J&K,48.1
20/06/2019 00:00:00,J&K,48.7
21/06/2019 00:00:00,J&K,43.5
22/06/2019 00:00:00,J&K,44.6
23/06/2019 00:00:00,J&K,46.4
24/06/2019 00:00:00,J&K,51.0
25/06/2019 00:00:00,J&K,51.3
26/06/2019 00:00:00,J&K,49.8
27/06/2019 00:00:00,J&K,50.6
28/06/2019 00:00:00,J&K,50.3
29/06/2019 00:00:00,J&K,50.9
30/06/2019 00:00:00,J&K,49.9
01/07/2019 00:00:00,J&K,34.8
02/07/2019 00:00:00,J&K,41.0
03/07/2019 00:00:00,J&K,41.2
04/07/2019 00:00:00,J&K,41.8
05/07/2019 00:00:00,J&K,41.6
06/07/2019 00:00:00,J&K,42.5
07/07/2019 00:00:00,J&K,39.5
08/07/2019 00:00:00,J&K,46.6
08/07/2019 00:00:00,J&K,45.5
09/07/2019 00:00:00,J&K,40.4
09/07/2019 00:00:00,J&K,45.9
10/07/2019 00:00:00,J&K,43.9
10/07/2019 00:00:00,J&K,44.6
11/07/2019 00:00:00,J&K,42.4
11/07/2019 00:00:00,J&K,42.5
12/07/2019 00:00:00,J&K,43.5
12/07/2019 00:00:00,J&K,43.9
13/07/2019 00:00:00,J&K,44.4
14/07/2019 00:00:00,J&K,44.5
15/07/2019 00:00:00,J&K,43.0
16/07/2019 00:00:00,J&K,43.7
17/07/2019 00:00:00,J&K,46.2
18/07/2019 00:00:00,J&K,46.3
19/07/2019 00:00:00,J&K,45.2
20/07/2019 00:00:00,J&K,45.4
21/07/2019 00:00:00,J&K,40.9
22/07/2019 00:00:00,J&K,45.7
23/07/2019 00:00:00,J&K,46.4
24/07/2019 00:00:00,J&K,47.8
25/07/2019 00:00:00,J&K,47.9
26/07/2019 00:00:00,J&K,47.6
27/07/2019 00:00:00,J&K,42.9
28/07/2019 00:00:00,J&K,43.0
29/07/2019 00:00:00,J&K,43.4
30/07/2019 00:00:00,J&K,42.3
31/07/2019 00:00:00,J&K,49.3
01/08/2019 00:00:00,J&K,44.9
02/08/2019 00:00:00,J&K,45.9
03/08/2019 00:00:00,J&K,44.9
04/08/2019 00:00:00,J&K,45.4
05/08/2019 00:00:00,J&K,44.2
06/08/2019 00:00:00,J&K,41.0
08/08/2019 00:00:00,J&K,43.0
09/08/2019 00:00:00,J&K,43.3
10/08/2019 00:00:00,J&K,44.2
11/08/2019 00:00:00,J&K,45.3
12/08/2019 00:00:00,J&K,43.4
13/08/2019 00:00:00,J&K,44.9
14/08/2019 00:00:00,J&K,41.2
15/08/2019 00:00:00,J&K,49.1
16/08/2019 00:00:00,J&K,48.8
17/08/2019 00:00:00,J&K,51.6
18/08/2019 00:00:00,J&K,47.0
19/08/2019 00:00:00,J&K,50.2
20/08/2019 00:00:00,J&K,49.5
21/08/2019 00:00:00,J&K,47.6
22/08/2019 00:00:00,J&K,48.8
23/08/2019 00:00:00,J&K,48.9
24/08/2019 00:00:00,J&K,50.2
25/08/2019 00:00:00,J&K,48.1
26/08/2019 00:00:00,J&K,50.9
27/08/2019 00:00:00,J&K,48.0
28/08/2019 00:00:00,J&K,50.6
29/08/2019 00:00:00,J&K,39.7
30/08/2019 00:00:00,J&K,41.2
31/08/2019 00:00:00,J&K,42.2
01/09/2019 00:00:00,J&K,39.1
02/09/2019 00:00:00,J&K,42.7
03/09/2019 00:00:00,J&K,43.0
04/09/2019 00:00:00,J&K,40.0
05/09/2019 00:00:00,J&K,42.6
